-1.98315 -1.83586 -1.6923 -1.55246 -1.41635 -1.28398 -1.15533 -1.03041 -0.909218 -0.791757 -0.678024 -0.56802 -0.461745 -0.359199 -0.260382 -0.165294 -0.0739352 0.0136949 0.0975961 0.177768 0.254212 0.326926 0.395911 0.461168 0.522695 0.580494 0.634564 0.684904 0.731516 0.774399 0.813553 0.848978 0.880674 0.908641 0.932879 0.953388 0.970168 0.98322 0.992542 0.998136 1 0.998136 0.992542 0.98322 0.970168 0.953388 0.932879 0.908641 0.880674 0.848978 0.813553 0.774399 0.731516 0.684904 0.634564 0.580494 0.522695 0.461168 0.395911 0.326926 0.254212 0.177768 0.0975961 0.0136949 -0.0739352 -0.165294 -0.260382 -0.359199 -0.461745 -0.56802 -0.678024 -0.791757 -0.909218 -1.03041 -1.15533 -1.28398 -1.41635 -1.55246 -1.6923 -1.83586 
-2.20004 -2.04204 -1.88804 -1.73803 -1.59203 -1.45003 -1.31203 -1.17803 -1.04803 -0.922025 -0.800023 -0.682021 -0.56802 -0.458019 -0.352017 -0.250016 -0.152015 -0.0580135 0.0319876 0.117989 0.19999 0.277991 0.351992 0.421993 0.487993 0.549994 0.607995 0.661996 0.711996 0.757997 0.799997 0.837998 0.871998 0.901999 0.927999 0.949999 0.968 0.982 0.992 0.998 1 0.998 0.992 0.982 0.968 0.949999 0.927999 0.901999 0.871998 0.837998 0.799997 0.757997 0.711996 0.661996 0.607995 0.549994 0.487993 0.421993 0.351992 0.277991 0.19999 0.117989 0.0319876 -0.0580135 -0.152015 -0.250016 -0.352017 -0.458019 -0.56802 -0.682021 -0.800023 -0.922025 -1.04803 -1.17803 -1.31203 -1.45003 -1.59203 -1.73803 -1.88804 -2.04204 
-2.42454 -2.25545 -2.09065 -1.93012 -1.77388 -1.62191 -1.47423 -1.33083 -1.1917 -1.05686 -0.926303 -0.800023 -0.678024 -0.560305 -0.446867 -0.33771 -0.232834 -0.132238 -0.0359229 0.0561116 0.143865 0.227339 0.306531 0.381443 0.452074 0.518424 0.580494 0.638283 0.691792 0.741019 0.785966 0.826633 0.863018 0.895124 0.922948 0.946492 0.965755 0.980737 0.991439 0.99786 1 0.99786 0.991439 0.980737 0.965755 0.946492 0.922948 0.895124 0.863018 0.826633 0.785966 0.741019 0.691792 0.638283 0.580494 0.518424 0.452074 0.381443 0.306531 0.227339 0.143865 0.0561116 -0.0359229 -0.132238 -0.232834 -0.33771 -0.446867 -0.560305 -0.678024 -0.800023 -0.926303 -1.05686 -1.1917 -1.33083 -1.47423 -1.62191 -1.77388 -1.93012 -2.09065 -2.25545 
-2.65665 -2.4761 -2.30012 -2.12872 -1.96188 -1.79962 -1.64193 -1.4888 -1.34025 -1.19627 -1.05686 -0.922025 -0.791757 -0.666059 -0.544933 -0.428377 -0.316393 -0.208979 -0.106135 -0.00786304 0.0858385 0.174969 0.259529 0.339518 0.414937 0.485784 0.552061 0.613767 0.670902 0.723466 0.77146 0.814882 0.853734 0.888015 0.917725 0.942865 0.963434 0.979431 0.990858 0.997715 1 0.997715 0.990858 0.979431 0.963434 0.942865 0.917725 0.888015 0.853734 0.814882 0.77146 0.723466 0.670902 0.613767 0.552061 0.485784 0.414937 0.339518 0.259529 0.174969 0.0858385 -0.00786304 -0.106135 -0.208979 -0.316393 -0.428377 -0.544933 -0.666059 -0.791757 -0.922025 -1.05686 -1.19627 -1.34025 -1.4888 -1.64193 -1.79962 -1.96188 -2.12872 -2.30012 -2.4761 
-2.89636 -2.70398 -2.51647 -2.33383 -2.15605 -1.98315 -1.81512 -1.65196 -1.49367 -1.34025 -1.1917 -1.04803 -0.909218 -0.775281 -0.646214 -0.522017 -0.402691 -0.288235 -0.17865 -0.0739352 0.0259091 0.120883 0.210986 0.296219 0.376582 0.452074 0.522695 0.588447 0.649327 0.705337 0.756477 0.802747 0.844145 0.880674 0.912332 0.939119 0.961036 0.978083 0.990259 0.997565 1 0.997565 0.990259 0.978083 0.961036 0.939119 0.912332 0.880674 0.844145 0.802747 0.756477 0.705337 0.649327 0.588447 0.522695 0.452074 0.376582 0.296219 0.210986 0.120883 0.0259091 -0.0739352 -0.17865 -0.288235 -0.402691 -0.522017 -0.646214 -0.775281 -0.909218 -1.04803 -1.1917 -1.34025 -1.49367 -1.65196 -1.81512 -1.98315 -2.15605 -2.33383 -2.51647 -2.70398 
-3.14369 -2.9391 -2.73968 -2.54545 -2.35639 -2.17251 -1.99382 -1.8203 -1.65196 -1.4888 -1.33083 -1.17803 -1.03041 -0.887969 -0.75071 -0.618629 -0.491729 -0.370008 -0.253467 -0.142105 -0.0359229 0.0650796 0.160902 0.251546 0.337009 0.417293 0.492398 0.562323 0.627068 0.686633 0.741019 0.790226 0.834252 0.873099 0.906767 0.935255 0.958563 0.976692 0.989641 0.99741 1 0.99741 0.989641 0.976692 0.958563 0.935255 0.906767 0.873099 0.834252 0.790226 0.741019 0.686633 0.627068 0.562323 0.492398 0.417293 0.337009 0.251546 0.160902 0.0650796 -0.0359229 -0.142105 -0.253467 -0.370008 -0.491729 -0.618629 -0.75071 -0.887969 -1.03041 -1.17803 -1.33083 -1.4888 -1.65196 -1.8203 -1.99382 -2.17251 -2.35639 -2.54545 -2.73968 -2.9391 
-3.39863 -3.18145 -2.96976 -2.76358 -2.56289 -2.3677 -2.17801 -1.99382 -1.81512 -1.64193 -1.47423 -1.31203 -1.15533 -1.00413 -0.858421 -0.718215 -0.583507 -0.454297 -0.330585 -0.212372 -0.0996573 0.00755927 0.109278 0.205498 0.296219 0.381443 0.461168 0.535395 0.604123 0.667354 0.725086 0.777319 0.824055 0.865292 0.901031 0.931271 0.956014 0.975258 0.989003 0.997251 1 0.997251 0.989003 0.975258 0.956014 0.931271 0.901031 0.865292 0.824055 0.777319 0.725086 0.667354 0.604123 0.535395 0.461168 0.381443 0.296219 0.205498 0.109278 0.00755927 -0.0996573 -0.212372 -0.330585 -0.454297 -0.583507 -0.718215 -0.858421 -1.00413 -1.15533 -1.31203 -1.47423 -1.64193 -1.81512 -1.99382 -2.17801 -2.3677 -2.56289 -2.76358 -2.96976 -3.18145 
-3.66118 -3.43103 -3.20671 -2.98822 -2.77555 -2.56871 -2.3677 -2.17251 -1.98315 -1.79962 -1.62191 -1.45003 -1.28398 -1.12375 -0.969347 -0.820772 -0.678024 -0.541102 -0.410006 -0.284737 -0.165294 -0.0516781 0.0561116 0.158075 0.254212 0.344522 0.429006 0.507663 0.580494 0.647498 0.708676 0.764028 0.813553 0.857251 0.895124 0.927169 0.953388 0.973781 0.988347 0.997087 1 0.997087 0.988347 0.973781 0.953388 0.927169 0.895124 0.857251 0.813553 0.764028 0.708676 0.647498 0.580494 0.507663 0.429006 0.344522 0.254212 0.158075 0.0561116 -0.0516781 -0.165294 -0.284737 -0.410006 -0.541102 -0.678024 -0.820772 -0.969347 -1.12375 -1.28398 -1.45003 -1.62191 -1.79962 -1.98315 -2.17251 -2.3677 -2.56871 -2.77555 -2.98822 -3.20671 -3.43103 
-3.93134 -3.68785 -3.45053 -3.21937 -2.99438 -2.77555 -2.56289 -2.35639 -2.15605 -1.96188 -1.77388 -1.59203 -1.41635 -1.24684 -1.08349 -0.926303 -0.775281 -0.630423 -0.491729 -0.359199 -0.232834 -0.112633 0.00140462 0.109278 0.210986 0.306531 0.395911 0.479128 0.55618 0.627068 0.691792 0.750351 0.802747 0.848978 0.889045 0.922948 0.950687 0.972261 0.987672 0.996918 1 0.996918 0.987672 0.972261 0.950687 0.922948 0.889045 0.848978 0.802747 0.750351 0.691792 0.627068 0.55618 0.479128 0.395911 0.306531 0.210986 0.109278 0.00140462 -0.112633 -0.232834 -0.359199 -0.491729 -0.630423 -0.775281 -0.926303 -1.08349 -1.24684 -1.41635 -1.59203 -1.77388 -1.96188 -2.15605 -2.35639 -2.56289 -2.77555 -2.99438 -3.21937 -3.45053 -3.68785 
-4.2091 -3.9519 -3.70122 -3.45704 -3.21937 -2.98822 -2.76358 -2.54545 -2.33383 -2.12872 -1.93012 -1.73803 -1.55246 -1.3734 -1.20085 -1.03481 -0.875277 -0.72226 -0.575754 -0.435759 -0.302276 -0.175304 -0.0548434 0.0591057 0.166543 0.26747 0.361885 0.449788 0.531181 0.606062 0.674431 0.736289 0.791636 0.840471 0.882795 0.918608 0.947909 0.970699 0.986977 0.996744 1 0.996744 0.986977 0.970699 0.947909 0.918608 0.882795 0.840471 0.791636 0.736289 0.674431 0.606062 0.531181 0.449788 0.361885 0.26747 0.166543 0.0591057 -0.0548434 -0.175304 -0.302276 -0.435759 -0.575754 -0.72226 -0.875277 -1.03481 -1.20085 -1.3734 -1.55246 -1.73803 -1.93012 -2.12872 -2.33383 -2.54545 -2.76358 -2.98822 -3.21937 -3.45704 -3.70122 -3.9519 
-4.49448 -4.22319 -3.95877 -3.70122 -3.45053 -3.20671 -2.96976 -2.73968 -2.51647 -2.30012 -2.09065 -1.88804 -1.6923 -1.50342 -1.32142 -1.14628 -0.978013 -0.816613 -0.662081 -0.514416 -0.37362 -0.239692 -0.112633 0.00755927 0.120883 0.227339 0.326926 0.419645 0.505497 0.58448 0.656595 0.721842 0.780221 0.831732 0.876374 0.914149 0.945055 0.969094 0.986264 0.996566 1 0.996566 0.986264 0.969094 0.945055 0.914149 0.876374 0.831732 0.780221 0.721842 0.656595 0.58448 0.505497 0.419645 0.326926 0.227339 0.120883 0.00755927 -0.112633 -0.239692 -0.37362 -0.514416 -0.662081 -0.816613 -0.978013 -1.14628 -1.32142 -1.50342 -1.6923 -1.88804 -2.09065 -2.30012 -2.51647 -2.73968 -2.96976 -3.20671 -3.45053 -3.70122 -3.95877 -4.22319 
-4.78747 -4.50171 -4.22319 -3.9519 -3.68785 -3.43103 -3.18145 -2.9391 -2.70398 -2.4761 -2.25545 -2.04204 -1.83586 -1.63692 -1.44521 -1.26073 -1.08349 -0.913482 -0.75071 -0.595171 -0.446867 -0.305798 -0.171963 -0.0453617 0.0740048 0.186137 0.291035 0.388698 0.479128 0.562323 0.638283 0.707009 0.768501 0.822759 0.869782 0.909571 0.942125 0.967445 0.985531 0.996383 1 0.996383 0.985531 0.967445 0.942125 0.909571 0.869782 0.822759 0.768501 0.707009 0.638283 0.562323 0.479128 0.388698 0.291035 0.186137 0.0740048 -0.0453617 -0.171963 -0.305798 -0.446867 -0.595171 -0.75071 -0.913482 -1.08349 -1.26073 -1.44521 -1.63692 -1.83586 -2.04204 -2.25545 -2.4761 -2.70398 -2.9391 -3.18145 -3.43103 -3.68785 -3.9519 -4.22319 -4.50171 
